"lon","lat"
-77.1527578,39.0839973
-77.0909809,38.8816208
-83.1140771,40.0992294
-82.9987942,39.9611755
-104.990251,39.7392358
-76.8867008,40.2731911
-97.7430608,30.267153
-73.7629097,41.0339862
-117.1610838,32.715738
-90.1994042,38.6270025
-72.9278835,41.308274
-95.3698028,29.7604267
-77.0368707,38.9071923
-80.8431267,35.2270869
-84.3879824,33.7489954
-75.1652215,39.9525839
-95.712891,37.09024
-77.0909809,38.8816208
-122.788377,45.4604
-75.1969346,39.8422093
-74.0059728,40.7127753
-77.1527578,39.0839973
-95.712891,37.09024
-77.0368707,38.9071923
-81.6187178,34.2745833
-95.712891,37.09024
-77.0368707,38.9071923
-91.1871466,30.4514677
-88.7878678,43.7844397
-77.1945247,41.2033216
-88.0398912,30.6953657
-78.898619,35.9940329
-79.3831843,43.653226
-78.319747,44.309058
-92.4801989,44.0121221
-77.0368707,38.9071923
-82.4571776,27.950575
-74.0059728,40.7127753
-73.7823549,40.9114882
-121.2721718,38.6446264
-77.4360481,37.5407246
-87.6297982,41.8781136
-0.098234,51.376165
-84.3879824,33.7489954
-90.0489801,35.1495343
-86.7816016,36.1626638
-75.4007058,39.9868904
-76.727745,39.9625984
-84.3879824,33.7489954
-116.4668036,33.7805388
-4.6679959,55.3649698
-96.6397822,33.1972465
-86.5804473,35.5174913
-99.9018131,31.9685988
-90.1994042,38.6270025
-118.8375937,34.1705609
-79.0192997,35.7595731
-97.678896,30.5082551
-82.4571776,27.950575
-90.704279,35.8422967
-77.1945247,41.2033216
-73.7948516,40.7282239
-95.712891,37.09024
-74.0059728,40.7127753
-91.0432051,41.424473
-81.8552196,41.143245
-93.7593841,41.5638902
-89.4012302,43.0730517
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-79.9958864,40.4406248
-118.9070887,34.1805403
-112.5837766,33.3703197
-90.1994042,38.6270025
-74.4056612,40.0583238
-74.3587473,40.0918895
-74.4120953,40.5187154
-96.7969879,32.7766642
-96.3864428,44.7656804
-76.1783739,40.0466571
-90.4974359,38.7881062
-94.1265562,30.080174
-115.1398296,36.1699412
-95.7243335,37.2321077
-74.4056612,40.0583238
-79.9310512,32.7764749
-94.8191285,38.8813958
-74.0059728,40.7127753
-7.6920536,53.1423672
-115.1398296,36.1699412
-84.3879824,33.7489954
-82.9987942,39.9611755
-87.6297982,41.8781136
-95.3698028,29.7604267
-77.4752667,38.7509488
-93.2922989,37.2089572
-94.6858998,46.729553
-121.4943996,38.5815719
-81.655651,30.3321838
-77.0368707,38.9071923
-120.7401385,47.7510741
-75.5276699,38.9108325
-86.5804473,35.5174913
-95.712891,37.09024
-77.0368707,38.9071923
-84.3879824,33.7489954
-87.6297982,41.8781136
-121.4943996,38.5815719
-79.0192997,35.7595731
-94.3413168,34.0378916
-77.0368707,38.9071923
-88.0017261,41.673642
-73.9441579,40.6781784
-89.8906765,42.0133599
-77.0947092,38.984652
-95.712891,37.09024
-74.2286435,40.7263249
-89.7576021,40.9297591
-74.0059728,40.7127753
-85.7584557,38.2526647
-78.6381787,35.7795897
-79.0558445,35.9131996
-95.712891,37.09024
-81.5157535,27.6648274
-79.1096901,40.6850762
-79.6441198,43.5890452
-79.7624177,43.7315479
-84.3982763,39.5150576
-90.1848103,32.2987573
-77.6881469,43.1501049
14.375416,35.937496
-94.6858998,46.729553
-0.1601246,52.9451889
-118.2436849,34.0522342
-112.0740373,33.4483771
-86.5804473,35.5174913
-75.6971931,45.4215296
-83.9508068,43.4194699
-95.3698028,29.7604267
-106.346771,56.130366
-95.712891,37.09024
-94.6267873,39.1155314
133.775136,-25.274398
-77.0368707,38.9071923
-77.4752667,38.7509488
-92.2895948,34.7464809
-73.087749,41.6032207
-86.7816016,36.1626638
-118.2436849,34.0522342
-84.3879824,33.7489954
-121.6555013,36.6777372
-115.1745559,36.1023715
-84.3879824,33.7489954
-106.346771,56.130366
-71.3128285,41.4901024
-108.5506486,39.0638705
-78.8783689,42.8864468
-86.158068,39.768403
-97.7430608,30.267153
-96.4981467,41.4333909
-95.712891,37.09024
-75.4007058,39.9868904
-95.712891,37.09024
-94.3821724,38.9108408
-87.9064736,43.0389025
-97.8108488,31.1204769
-95.3698028,29.7604267
-95.712891,37.09024
-84.5120196,39.1031182
-82.4571776,27.950575
-83.373339,42.5678534
-74.4056612,40.0583238
-91.8318334,37.9642529
-74.4056612,40.0583238
-88.0398912,30.6953657
-81.091203,32.0808989
-74.0059728,40.7127753
-93.3702186,44.9597376
-119.4179324,36.778261
-117.0841955,32.6400541
-121.8863286,37.3382082
-75.9268747,40.3356483
-95.712891,37.09024
-89.3985283,40.6331249
-95.1765978,29.9988306
-84.3879824,33.7489954
-77.0368707,38.9071923
-79.3831843,43.653226
-113.4909267,53.544389
-76.6412712,39.0457549
-77.0368707,38.9071923
-97.1341783,32.9412363
-86.7816016,36.1626638
-95.712891,37.09024
-121.4943996,38.5815719
-82.6402915,27.7676008
-85.7584557,38.2526647
-77.2013705,39.1434406
-95.712891,37.09024
-122.272747,37.8715926
-95.712891,37.09024
-77.0368707,38.9071923
-83.7430378,42.2808256
-114.7420408,44.0682019
-82.907123,40.4172871
-79.0192997,35.7595731
-85.6602058,30.1588129
-81.5157535,27.6648274
-112.3679279,33.6292337
-119.4179324,36.778261
-77.8868117,34.2103894
-77.0947092,38.984652
-77.0368707,38.9071923
-75.5276699,38.9108325
-121.2880059,38.7521235
-80.6698286,32.4315813
-74.2401609,40.8298006
-84.5120196,39.1031182
-79.3831843,43.653226
-88.0132958,44.5133188
-95.712891,37.09024
-79.3831843,43.653226
-75.1652215,39.9525839
-98.4842465,39.011902
-80.8431267,35.2270869
-96.3699632,30.6743643
-115.1398296,36.1699412
-117.1892078,34.2483396
-77.6930602,43.2097837
-82.9987942,39.9611755
-74.0059728,40.7127753
-87.8445119,42.1711365
-82.5514869,35.5950581
-81.9320482,34.9495672
-116.419389,34.9592083
-86.5804473,35.5174913
-95.3698028,29.7604267
-7.6920536,53.1423672
-91.5301683,41.6611277
-117.2712717,32.8328112
-90.4688572,30.5173159
-90.2338232,38.6354598
-87.8758939,42.9716437
-95.9345034,41.2565369
-96.8345439,33.1515505
-77.0368707,38.9071923
-115.1745559,36.1023715
-88.3161965,42.2411344
