"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"""Scientists may need to seriously reconsider the cast-aside hypothesis that pathogens can play a part in diseases s<U+2026> https://t.co/JaSFHwvMIH",FALSE,0,,2019-03-06 20:03:50,TRUE,,"1103385719635173376",,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","NCDMPH",0,FALSE,FALSE,,
"Anyone can fall victim to flu. Likewise, anyone can develop sepsis as a result of flu. Know the signs and symptoms<U+2026> https://t.co/Say7A7BOkP",FALSE,0,,2019-03-06 20:03:01,TRUE,,"1103385516916047872",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",0,FALSE,FALSE,,
"Build, maintain or grow your community pharmacy's #flu vaccine offering to support your business and patient needs:<U+2026> https://t.co/GUedQoZGSH",FALSE,0,,2019-03-06 20:00:48,TRUE,,"1103384959048396802",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","cardinalhealth",0,FALSE,FALSE,,
"A new study finds that children born to women who have had a severe infection during #pregnancy, such as #flu, are<U+2026> https://t.co/t3DcQVWMhX",FALSE,0,,2019-03-06 19:51:35,TRUE,,"1103382639342432257",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",0,FALSE,FALSE,,
"Doctor<U+2019>s Hospital @OhioHealth seeing an uptick in ER visits due to the #flu &amp; it<U+2019>s bad across the country according<U+2026> https://t.co/dDMnphEsso",FALSE,0,,2019-03-06 19:28:24,TRUE,,"1103376802226028545",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JackieWSYX6",0,FALSE,FALSE,,
"As #flu season continues @PAHealthDept reports 53,962 flu cases &amp; 68 flu-related deaths so far this season. And tha<U+2026> https://t.co/FMQykfC98s",FALSE,0,,2019-03-06 19:20:00,TRUE,,"1103374691903946752",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",0,FALSE,FALSE,,
"This video<U+2019>s so sick!!! #broom #room #brielarson #capatainmarvel #flu @ Denver, Colorado https://t.co/nd3RK7Qc4E",FALSE,0,,2019-03-06 19:19:35,FALSE,,"1103374587046346757",,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Bro_Diggs",0,FALSE,FALSE,"-104.9836","39.7391"
"If you touch a surface with the #flu virus on it and then touch your eyes, nose or mouth you can get the flu. Preve<U+2026> https://t.co/jdwtINU74k",FALSE,1,,2019-03-06 19:00:00,TRUE,,"1103369657002741760",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PAHealthDept",1,FALSE,FALSE,,
"Greater access to healthcare at a lower cost 
#Telemedicine #Symptomtosolution #DallasMoms #DocInABox #BehindTheBox<U+2026> https://t.co/s7oQMCJiPK",FALSE,0,,2019-03-06 18:53:25,TRUE,,"1103368000999251976",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MDBoxapp",0,FALSE,FALSE,,
"""Getting the flu vaccine early in #pregnancy is one of the most important things you can do for yourself as an expe<U+2026> https://t.co/1XH6zj7wQQ",FALSE,0,,2019-03-06 18:47:00,TRUE,,"1103366387177791490",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","modhealthtalk",0,FALSE,FALSE,,
"After a slow start, the #flu season in #SanDiego is now looking like one of the worst in terms of total cases in th<U+2026> https://t.co/rICUnskbcy",FALSE,0,,2019-03-06 18:45:09,TRUE,,"1103365918791479296",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","KeithDarce",1,FALSE,FALSE,,
"The #DefenseDept's fear that forcing active duty #military to get #FLU vaccinations every year results in more<U+2026> https://t.co/YAyJHIMnrw",FALSE,0,"Potrblog",2019-03-06 18:39:03,TRUE,"1103362222611415045","1103364386385784832","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",0,FALSE,FALSE,,
"#Flu season is winding down, but it<U+2019>s not behind us yet. Whether you have the flu or are fending it off, it<U+2019>s criti<U+2026> https://t.co/oFyRNkCpbQ",FALSE,0,,2019-03-06 18:33:22,TRUE,,"1103362956044263426",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SC_CT_RWA",0,FALSE,FALSE,,
"The biggest surprise out of today's #FDA #Flu #Vaccine committee meeting is that experts were NOT surprised that hi<U+2026> https://t.co/6R8ryL6mVK",FALSE,0,"Potrblog",2019-03-06 18:30:28,TRUE,"1103320374610145283","1103362222611415045","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",0,FALSE,FALSE,,
"We're almost out of #flu season.  While you typically can't get sick from the same virus twice, its still a good id<U+2026> https://t.co/utGZWD7JTu",FALSE,0,,2019-03-06 18:26:59,TRUE,,"1103361349168574464",,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jameswestdds",0,FALSE,FALSE,,
"Changes in the immune system, heart, and lungs during pregnancy make pregnant women more prone to severe illness fr<U+2026> https://t.co/xwqSPnXpdr",FALSE,13,,2019-03-06 18:24:47,TRUE,,"1103360792806731777",,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","HHSGov",10,FALSE,FALSE,,
"@CheriHeltOR Recently vaccinated people shed (spread) viruses to others, infecting them and endangering the immunoc<U+2026> https://t.co/ZvAWdpN7QP",FALSE,0,"CheriHeltOR",2019-03-06 18:22:22,TRUE,"1103344524657479680","1103360184565551105","1086033323212697600","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CoercedTaxSlave",0,FALSE,FALSE,,
"Signage at Piedmont Hospital &amp; rightfully so!
There<U+2019>s a 2nd #flu wave breaking
Per <U+2066>@DrBenSpitalnick<U+2069>, <U+2018>...best way<U+2026> https://t.co/lsWpJ5VggB",FALSE,1,,2019-03-06 18:17:57,TRUE,,"1103359075973283840",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RhonaA_PhD",1,FALSE,FALSE,,
"Cold or #Flu? Here's how to tell the difference. https://t.co/LPO2OOK6L3 #commoncold https://t.co/ow7kVTUpSc",FALSE,0,,2019-03-06 18:15:06,FALSE,,"1103358357463855110",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","EinsteinHealth",0,FALSE,FALSE,,
"So it's the flu. Mom started having symptoms Monday, but didn't mention it until yesterday. I was hoping to feel be<U+2026> https://t.co/QiILcRxWhf",FALSE,0,,2019-03-06 18:10:31,TRUE,,"1103357202310549504",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1dTen",0,FALSE,FALSE,,
"Artificial intelligence <U+2013> the new frontier to fight the #flu? Several companies are using #AI and machine learning<U+2026> https://t.co/NO7q6TFtK2",FALSE,4,,2019-03-06 18:05:04,TRUE,,"1103355832727678979",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IDSAInfo",0,FALSE,FALSE,,
"Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?

#STUDY:  Increased Risk of Noninflue<U+2026> https://t.co/jweYEu8Q9P",FALSE,9,,2019-03-06 17:47:44,TRUE,,"1103351468982235137",,"<a href=""http://ViraBurnayeva.com"" rel=""nofollow"">Vaccines and Homeopathy News</a>","ViraBurnayeva",6,FALSE,FALSE,,
"ICYMI: FDA CLIA-waives BinaxNOW #influenza rapid test 
https://t.co/bao9JJ4S9T @AbbottNews #Flu #FluTest",FALSE,0,,2019-03-06 17:45:11,FALSE,,"1103350830391013376",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IDinChildren",0,FALSE,FALSE,,
"Exposure to infection in the womb increases risk of autism and depression, study says - CNN. Hmm, so avoiding the f<U+2026> https://t.co/N7I8CS6tH7",FALSE,1,,2019-03-06 17:25:39,TRUE,,"1103345914335383554",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drcynthiagyamfi",2,FALSE,FALSE,,
"Take a look at some key facts about the seasonal #flu #vaccine. https://t.co/u07euhQD6a via @CDCgov @CDCFlu",FALSE,1,,2019-03-06 17:13:23,FALSE,,"1103342826207748097",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MDedgeIntMed",0,FALSE,FALSE,,
"They will have to kill me first. I refuse any of their #vaccines and I'm healthier for it. I never get the #flu hav<U+2026> https://t.co/lhE6gevvsA",FALSE,0,,2019-03-06 17:10:02,TRUE,,"1103341984020877314",,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MichelleVaitkus",0,FALSE,FALSE,,
"US #flu activity stays high as 15 new deaths in kids reported https://t.co/xu4AfR5MQL https://t.co/p6cS1ZUmcL",FALSE,0,,2019-03-06 17:04:00,FALSE,,"1103340462688165888",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","APIC",2,FALSE,FALSE,,
"Not only is this year<U+2019>s flu shot nearly 50% effective, which is quite a good rate for the annual flu shot, but we h<U+2026> https://t.co/lekhqqPLFL",FALSE,0,,2019-03-06 17:02:08,TRUE,,"1103339993815306245",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","compass_md",0,FALSE,FALSE,,
"ICYMI: @US_FDA accepted our application for our single-dose #flu medicine for the treatment of people at high risk<U+2026> https://t.co/5rit4LCN8J",FALSE,4,,2019-03-06 17:00:07,TRUE,,"1103339485767577600",,"<a href=""https://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","genentech",3,FALSE,FALSE,,
"Don't forget about the #flu near you! Avoid spreading the flu by covering your mouth when you sneeze. For more prev<U+2026> https://t.co/KTH65Qrfce",FALSE,0,,2019-03-06 17:00:00,TRUE,,"1103339459276300288",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GetReady",0,FALSE,FALSE,,
"I'm on that weight cut plan they call The Flu, and I have to admit I'm looking pretty good. I call it 'Sick Chique'.
#sick #flu #wednesday",FALSE,1,,2019-03-06 16:32:23,FALSE,,"1103332506835783682",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrantLFletcher",0,FALSE,FALSE,,
"Good to know as we're seeing more cases of #Flu in Wisconsin! https://t.co/EqNhM96RxL",FALSE,0,,2019-03-06 16:30:19,FALSE,,"1103331989011263492",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DHSWI",0,FALSE,FALSE,,
"It's #flu season. Find out why the flu is so contagious with this #video and #ebook pair from TrueFLIX!<U+2026> https://t.co/IKkKEeInRU",FALSE,0,,2019-03-06 16:30:00,TRUE,,"1103331908006674432",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PowerLibrary",0,FALSE,FALSE,,
"Protect your home form the flu epidemic! #StorAlls #Flu #Home #Tips https://t.co/k3Fhcd2TTi",FALSE,0,,2019-03-06 16:14:05,FALSE,,"1103327904392536064",,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Stor_Alls",0,FALSE,FALSE,,
"Don't get the flu shot! Read these three reasons why. https://t.co/kXvFhAKJZT #chiropractic #DurhamNC #flu https://t.co/HOIigadk1g",FALSE,0,,2019-03-06 16:01:11,FALSE,,"1103324655899852801",,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","PrecisionDurham",0,FALSE,FALSE,,
"Got a #cough? Take a #marshmallow? It's not what it sounds like, but the answer's yes!
#sorethroat #coughandcold<U+2026> https://t.co/Jtlbw3tEw3",FALSE,0,,2019-03-06 15:59:15,TRUE,,"1103324168798564352",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naturalpathnews",0,FALSE,FALSE,,
"At home today with a sick kid. While she rests I cleaned the fridge - something I've been meaning to do but haven't<U+2026> https://t.co/VHb81kXZWY",FALSE,0,,2019-03-06 15:59:03,TRUE,,"1103324117573488640",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TCowle",0,FALSE,FALSE,,
"So wrong yet so brilliant if you have to go to work sick.  #Flu #germs #virus https://t.co/u9bRr2ZNN2",FALSE,0,,2019-03-06 15:58:20,FALSE,,"1103323939034619904",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Angie_Fritsche",0,FALSE,FALSE,,
"Thanks in part to new #telehealth tools and tactics, the team at Bon Secours Health System feel better prepared tha<U+2026> https://t.co/2J9jF5K7Q4",FALSE,0,,2019-03-06 15:55:19,TRUE,,"1103323179840401408",,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","URAC",0,FALSE,FALSE,,
"It<U+2019>s not too late to get vaccinated against the #flu virus! Click on this link to read why you should get the flu s<U+2026> https://t.co/shje5bwbHq",FALSE,1,,2019-03-06 15:45:05,TRUE,,"1103320602511851521",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","KCERprogram",1,FALSE,FALSE,,
"US military suspects it is seeing reduced #Flu #Vaccine effectiveness because it is a highly vaccinated group and r<U+2026> https://t.co/gUh9QPsa0X",FALSE,0,"Potrblog",2019-03-06 15:44:10,TRUE,"1103314276918403072","1103320374610145283","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",0,FALSE,FALSE,,
"Don<U+2019>t be fooled by that new #oseltamivir study, says @Runde_MC. #Tamiflu is still pretty worthless for H1N1.<U+2026> https://t.co/ELZvhZlZ01",FALSE,0,,2019-03-06 15:39:45,TRUE,,"1103319260426719232",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EMNews",0,FALSE,FALSE,,
"#flu #Protein-Host Cell Lipid Link Could Aid Drug Development (with video): https://t.co/pKKAB1MIX8 https://t.co/CyJvzhaQOO",FALSE,0,,2019-03-06 15:34:24,FALSE,,"1103317914025902082",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","GENbio",1,FALSE,FALSE,,
"Stay well during the cold &amp; flu season with #chiropractic care! Check out the link below to read more about how chi<U+2026> https://t.co/BvmfzhFLmR",FALSE,0,,2019-03-06 15:33:59,TRUE,,"1103317812238577664",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WelshonsC",0,FALSE,FALSE,,
"FLUZONE #Flu #Vaccine, p 21:
https://t.co/GrKDoVWLPY

0.5 mL dose from the multi-dose vial contains 25 mcg #Mercury<U+2026> https://t.co/TyQlybb9zQ",FALSE,1,,2019-03-06 15:27:26,TRUE,,"1103316161230454784",,"<a href=""http://ViraBurnayeva.com"" rel=""nofollow"">Vaccines and Homeopathy News</a>","ViraBurnayeva",0,FALSE,FALSE,,
"This shows the concern with the recent emergence of the #H3N2 #3C3A
for this #Flu season and next years too.

Feb d<U+2026> https://t.co/mEaLxN6N1R",FALSE,0,"Potrblog",2019-03-06 15:19:56,TRUE,"1103308356368900096","1103314276918403072","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",1,FALSE,FALSE,,
"#VRBPAC meeting says  changes in #H3N2 viruses ""EXTRAORDINARY""
Discussion calls for changing #Quadravalent formulat<U+2026> https://t.co/maWbaSwE0F",FALSE,1,"Potrblog",2019-03-06 14:56:25,TRUE,"1103301488904855553","1103308356368900096","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",0,FALSE,FALSE,,
"Remember: If you haven't gotten the #flu vaccine, it's not too late! Getting vaccinated is still the best way to pr<U+2026> https://t.co/eGALcfVgt8",FALSE,0,,2019-03-06 14:40:26,TRUE,,"1103304335188992001",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RVAHealthDept",0,FALSE,FALSE,,
"Being sick sucks #flu",FALSE,1,,2019-03-06 14:30:51,FALSE,,"1103301922642120704",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaulyGardner",0,FALSE,FALSE,,
"#flu #food ! #oxliver #liver #marinated in #garlic, aromat, #mixedspices &amp; #seasalt with a #polish #baguette &amp; frie<U+2026> https://t.co/hi4lf5HvrK",FALSE,0,,2019-03-06 14:22:50,TRUE,,"1103299907035762688",,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","antsports12",0,FALSE,FALSE,,
"#ICYMI Officials say this #FluSeason has yet to peak! Read our #WellnessWednesday- How to Avoid the #Flu with Nurse<U+2026> https://t.co/0MOTqHzrNR",FALSE,0,,2019-03-06 14:16:23,TRUE,,"1103298284528041985",,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","HCNowRadio",1,FALSE,FALSE,,
"#FDA's #Flu #Vaccine committee is discussing if early #influenza #Vaccination is responsible for 0% effectiveness w<U+2026> https://t.co/T49mL5fLdb",FALSE,0,"Potrblog",2019-03-06 14:01:19,TRUE,"1103286941267755008","1103294491056898048","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",1,FALSE,FALSE,,
"@Awithonelison @ChipQuasney @cspan @RandPaul @SenRandPauI Many vaccines are not designed to prevent transmission so<U+2026> https://t.co/Xg0XewOHLu",FALSE,1,"Awithonelison",2019-03-06 13:52:34,TRUE,"1103288249987026944","1103292290607521793","2338214224","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CoercedTaxSlave",0,FALSE,FALSE,,
"#Flu is still circulating in Tennessee. Can you recognize the symptoms? It's not too late to get a flu shot, and th<U+2026> https://t.co/VbCA8hRXc4",FALSE,0,,2019-03-06 13:46:34,TRUE,,"1103290780884574210",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ShelbyTNHealth",2,FALSE,FALSE,,
"Researchers are using artificial intelligence to make a better #flu vaccine. #AI #VaccinesSaveLives<U+2026> https://t.co/xn8wkT1scv",FALSE,2,,2019-03-06 13:40:16,TRUE,,"1103289193009168384",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DoctorJesseMD",0,FALSE,FALSE,,
"Check out @BoironUSA's #cough, #cold and #flu products to keep your family healthy all year long! Our medicines do<U+2026> https://t.co/vjOQTgZQO6",FALSE,1,,2019-03-06 13:34:01,TRUE,,"1103287619134337025",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","OscilloUSA",1,FALSE,FALSE,,
"Omg, I'm so sick and all I wanna do is stay in bed. #thissucks #flu",FALSE,1,,2019-03-06 13:33:17,FALSE,,"1103287436052971525",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AshleyLuv82",0,FALSE,FALSE,,
"FDA's #Influenza #Vaccine composition meeting for the US 2019-2020 #FLUshot
is live and can be watched at this link<U+2026> https://t.co/q63Ouk3Yjx",FALSE,1,"Potrblog",2019-03-06 13:31:19,TRUE,"1102975927829651459","1103286941267755008","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",0,FALSE,FALSE,,
"CDC estimates that up to 24 million people have been sick with #flu so far this season. Certain people, like adults<U+2026> https://t.co/7hYQKFJWLQ",FALSE,28,,2019-03-06 13:26:07,TRUE,,"1103285633576067073",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","CDCFlu",37,FALSE,FALSE,,
"Today, I<U+2019>m grateful for #Tamiflu. Sigh. #flu https://t.co/qyl4uDzkfx",FALSE,6,,2019-03-06 13:15:01,FALSE,,"1103282840697892865",,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RickRReed",0,FALSE,FALSE,,
"#FluFact: COPD can put extra strain on your body making you more vulnerable to the #flu virus. Get vaccinated!<U+2026> https://t.co/6f6Dtwov4q",FALSE,0,,2019-03-06 13:00:17,TRUE,,"1103279133310812160",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NHSaaa",0,FALSE,FALSE,,
"Me waking up this morning....not sure if I slept in a bed or swimming pool last night <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F>...

#Flu #FluLife<U+2026> https://t.co/dO48QB5aLV",FALSE,5,,2019-03-06 12:33:27,TRUE,,"1103272380296822784",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Angel3dot0",0,FALSE,FALSE,,
"#FluFact: Even when well-managed, diabetes can make the immune system less able to fight #flu infection, and flu il<U+2026> https://t.co/miisV7ZUSt",FALSE,1,,2019-03-06 11:58:23,TRUE,,"1103263554189361152",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarbaraEbel",1,FALSE,FALSE,,
"Think the #flu #shot isn't worth it? Listen up! https://t.co/rZaUHKsfYV",FALSE,0,,2019-03-06 09:20:05,FALSE,,"1103223714404069377",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","StayYoungMedia",0,FALSE,FALSE,,
"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/kaqv4ZKoRe via @upi  #health #flu #medical",FALSE,1,,2019-03-06 08:52:05,FALSE,,"1103216671131648000",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","messageplicity",2,FALSE,FALSE,,
"So Mercutio cursed our houses now Tricia has a pukey <U+0001F922> flu and Siana tripped on a curb today and embarrassed hersel<U+2026> https://t.co/Odhc8NDYM8",FALSE,3,,2019-03-06 06:10:11,TRUE,,"1103175925473001472",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2GirlsOnaBench",6,FALSE,FALSE,,
"@Skhoury54 https://t.co/Uw33SOXmIy #flu",FALSE,0,"Skhoury54",2019-03-06 04:37:39,FALSE,"1102329753850261506","1103152641230684162","4852911580","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joshdrake777",0,FALSE,FALSE,,
"He is correct.

I have not seen reports on outbreaks of #measles, #whoopingcough, #flu etc that list total # of cas<U+2026> https://t.co/eHCvLbwU8k",FALSE,0,,2019-03-06 04:08:06,TRUE,,"1103145203806978048",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","obannan",0,FALSE,FALSE,,
"Who else feels like some hot buns right now because of this flu that<U+2019>s been going around! #flu #sick #ugh",FALSE,2,,2019-03-06 03:31:42,FALSE,,"1103136043115704322",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OfficerPie",0,FALSE,FALSE,,
"@IsCoolScience @autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation FACT: Childhood vaccines do contai<U+2026> https://t.co/qzL7tjamH8",FALSE,0,"IsCoolScience",2019-03-06 02:45:20,TRUE,"1103053300138618880","1103124374415200256","1970818394","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CoercedTaxSlave",0,FALSE,FALSE,,
"1 minute later she vomited all over me. #sickbaby #sickmama #flu #stomachvirus #mysteryillness https://t.co/yULRQ2CXhi",FALSE,2,,2019-03-06 02:05:03,FALSE,,"1103114238254612480",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsPikeChem",0,FALSE,FALSE,,
"Do you know the differences between a #cold and the #flu? Learn how to recognize when it's more serious than the sn<U+2026> https://t.co/DHpfmgOUTr",FALSE,0,,2019-03-06 01:30:07,TRUE,,"1103105446607577091",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","HealthyMePA",0,FALSE,FALSE,,
"uhmn maybe come see us instead. we treat all sorts of ailments. #flu #nyc #medicine #urgentcare #webmd https://t.co/5yYjmwLwbT",FALSE,0,,2019-03-06 01:24:27,FALSE,,"1103104017926889473",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allmedurgentca1",0,FALSE,FALSE,,
"@drfixus Agreed, #MMR (~75-80%) is more effective than #flu vaccine 10-60%, or #HIV (RV144 ~30%). ""ALL vaccine Safe<U+2026> https://t.co/pAHRk9Zuyk",FALSE,1,"drfixus",2019-03-06 01:17:53,TRUE,"1103088787855413248","1103102366381948928","323869695","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kuriousmind93",1,FALSE,FALSE,,
"Forcing people to take the annual #flu #vaccine, effective, on average 50% of the time, squanders time,money and tr<U+2026> https://t.co/Z9kDNhkA43",FALSE,1,,2019-03-06 01:13:22,TRUE,,"1103101228437987330",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MikeGabinsky",0,FALSE,FALSE,,
"Swear if it<U+2019>s not one kid it<U+2019>s the other that gets sent home from school for being sick... can we get a break in this house!!  #flu #momlife",FALSE,0,,2019-03-06 00:54:37,FALSE,,"1103096509653049344",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryssaLloyd",0,FALSE,FALSE,,
"Nothin keeps this kid from wishing @JessicaBiel a happy bday! Even the #flu @jtimberlake Who<U+2019>s the man now??!!<U+2026> https://t.co/iuUM5Vp5XE",FALSE,2,,2019-03-06 00:53:45,TRUE,,"1103096293050777600",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenniferHoane",1,FALSE,FALSE,,
"Day 2 of the #flu <U+0001F637> and no voice. I am impatiently resting so I can get back to normal. I don<U+2019>t do sick and temp of<U+2026> https://t.co/Xg5PregQIn",FALSE,0,,2019-03-06 00:19:59,TRUE,,"1103087794057027585",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessrichter_cpa",0,FALSE,FALSE,,
"#UWMadison #scientist Yoshihiro Kawaoka allowed to resume controversial #flu research: https://t.co/JR37nNIPVK #influenza #H5N1 #birdflu",FALSE,0,,2019-03-05 23:47:27,FALSE,,"1103079606532403202",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davidkwahlberg",1,FALSE,FALSE,,
"We<U+2019>re on Day 3 of the #flu with the 6yo, Day 1 with the 5yo. Their dad is sick. The babysitter (who is v preg)is si<U+2026> https://t.co/ZCApJSMMTP",FALSE,1,,2019-03-05 23:39:11,TRUE,,"1103077527952809984",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ginskeyftw",0,FALSE,FALSE,,
"@ToddHagopian Btw, I haven't had a #FLU vaccine since my discharge from the #Navy and I haven't had the flu since!<U+2026> https://t.co/QULLDHub4X",FALSE,5,"AJOatsvall",2019-03-05 23:38:49,TRUE,"1103077131742007296","1103077434172289026","460694384","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AJOatsvall",0,FALSE,FALSE,,
"Between 5% and 20% of people in the U.S. get the #flu each year. Get #vaccinated today and learn more about flu pre<U+2026> https://t.co/1KqJoL8Aqw",FALSE,0,,2019-03-05 23:30:08,TRUE,,"1103075249992749056",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","sickweather",0,FALSE,FALSE,,
"Wash your hands folks! @Allegheny_Co has the second highest number of #flu cases in Pennsylvania. #Flushot<U+2026> https://t.co/sPhVfm12vs",FALSE,0,,2019-03-05 23:18:06,TRUE,,"1103072220363005952",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidSpurgeon4J",1,FALSE,FALSE,,
