"lon","lat"
-98.7623874,20.0910963
-73.087749,41.6032207
-98.7623874,20.0910963
-97.7430608,30.267153
-117.1610838,32.715738
-90.1994042,38.6270025
-100.3161126,25.6866142
-98.7591311,20.1010608
-122.788377,45.4604
-75.1969346,39.8422093
-77.0368707,38.9071923
-2.3444786,50.7487635
-111.8910474,40.7607793
5.291266,52.132633
-74.0059728,40.7127753
-102.5832426,22.7708555
-76.6412712,39.0457549
-102.552784,23.634501
-82.9987942,39.9611755
-95.712891,37.09024
-103.3496092,20.6596988
-84.2135309,33.9412127
-95.712891,37.09024
-95.712891,37.09024
-82.907123,40.4172871
-102.552784,23.634501
-111.9260519,33.4941704
-82.4571776,27.950575
-89.4012302,43.0730517
-77.0947092,38.984652
-94.8191285,38.8813958
-115.1398296,36.1699412
-84.3879824,33.7489954
-87.6297982,41.8781136
-102.552784,23.634501
-94.6858998,46.729553
-83.6513229,41.3747744
-77.0368707,38.9071923
-120.7401385,47.7510741
-112.0740373,33.4483771
-81.1637245,33.836081
-81.3578859,41.1536674
-77.0368707,38.9071923
-77.0368707,38.9071923
-74.2286435,40.7263249
-77.0368707,38.9071923
-115.4522623,32.6245389
-81.1637245,33.836081
-89.3985283,40.6331249
-102.2915677,21.8852562
-103.3496092,20.6596988
-95.712891,37.09024
-81.1637245,33.836081
-92.2895948,34.7464809
-84.3879824,33.7489954
-74.0059728,40.7127753
-84.3879824,33.7489954
-99.1013498,18.6813049
-98.7591311,20.1010608
-82.907123,40.4172871
-91.5301683,41.6611277
-122.0575434,37.387474
-89.5925857,20.9673702
-77.0947092,38.984652
-77.0368707,38.9071923
-95.712891,37.09024
-84.3879824,33.7489954
-90.1994042,38.6270025
-98.7623874,20.0910963
-94.6858998,46.729553
-96.6088805,33.6356618
-86.7816016,36.1626638
-104.990251,39.7392358
-103.4067861,25.5428443
-89.5925857,20.9673702
-89.1289728,41.3275349
-89.3985283,40.6331249
-105.8700901,34.5199402
-102.552784,23.634501
-81.9320482,34.9495672
-95.712891,37.09024
-91.1871466,30.4514677
-77.1945247,41.2033216
-100.3161126,25.6866142
-117.2712717,32.8328112
-96.8345439,33.1515505
-82.9987942,39.9611755
-76.6121893,39.2903848
-119.4179324,36.778261
-77.0368707,38.9071923
-82.3248262,29.6516344
-75.7085248,41.4886892
-81.1637245,33.836081
-115.4522623,32.6245389
-93.2650108,44.977753
-87.6642641,41.8531528
-84.3879824,33.7489954
-77.0909809,38.8816208
-76.6458043,39.5309389
-119.4179324,36.778261
-95.3698028,29.7604267
-95.9345034,41.2565369
-100.3537522,44.3667876
-77.0368707,38.9071923
-84.2963123,33.7748275
-74.0059728,40.7127753
-83.373339,42.5678534
-95.712891,37.09024
-86.158068,39.768403
-73.8584684,41.085652
-74.0059728,40.7127753
-118.2436849,34.0522342
-102.552784,23.634501
-100.9855409,22.1564699
-80.6326916,26.3013917
-106.0975203,39.5744309
-84.3879824,33.7489954
-74.0059728,40.7127753
-79.3831843,43.653226
-119.9771868,38.939926
-76.6121893,39.2903848
-84.3879824,33.7489954
-94.6858998,46.729553
-94.6169012,38.966673
-95.712891,37.09024
-88.0017261,41.673642
-74.0059728,40.7127753
-71.4128343,41.8239891
-87.6297982,41.8781136
-84.3879824,33.7489954
-90.1994042,38.6270025
-95.3698028,29.7604267
-79.3831843,43.653226
-84.3879824,33.7489954
-101.1334267,27.8647835
-97.861099,22.2331041
-100.973678,25.4383234
-102.552784,23.634501
-77.0368707,38.9071923
-87.6297982,41.8781136
-74.6049061,40.5939636
-81.5157535,27.6648274
-77.0368707,38.9071923
-96.7969879,32.7766642
-83.6299518,42.9275277
-84.5120196,39.1031182
-117.9988026,33.6594835
-104.8945887,21.5041651
-96.7025955,40.813616
-103.3494376,20.6595382
-85.6023643,44.3148443
-121.9877444,38.3565773
-86.5263857,39.165325
-83.0576156,42.7509332
-74.4056612,40.0583238
-94.3821724,38.9108408
-103.3496092,20.6596988
-74.0381143,40.2276709
-84.9510542,34.502587
-85.6023643,44.3148443
-82.8963604,42.4974085
-79.7919754,36.0726354
-85.6023643,44.3148443
-86.3486792,43.4100107
-100.9855409,22.1564699
-83.1338214,42.680588
-104.990251,39.7392358
-102.552784,23.634501
-77.1710914,38.882334
-83.336188,42.5921924
-86.158068,39.768403
-106.346771,56.130366
-83.2341028,42.6875323
-95.712891,37.09024
-97.5164276,35.4675602
-95.8715409,36.2332473
-79.9310512,32.7764749
-79.3831843,43.653226
-100.3161126,25.6866142
-103.3496092,20.6596988
-75.3630796,39.8932884
-95.7243335,37.2321077
-94.8677189,36.933645
-95.712891,37.09024
-88.7878678,43.7844397
-90.1994042,38.6270025
-100.973678,25.4383234
-100.9855409,22.1564699
-106.346771,56.130366
-82.9987942,39.9611755
-77.026088,38.9906657
-75.1652215,39.9525839
-89.5925857,20.9673702
-101.6859605,21.1250077
-102.552784,23.634501
-84.3879824,33.7489954
-111.8910474,40.7607793
-74.4056612,40.0583238
-104.6587821,24.5592665
-85.6023643,44.3148443
-118.5713823,34.456151
-74.0059728,40.7127753
-79.9958864,40.4406248
-73.4081575,41.117744
-121.4943996,38.5815719
-118.2436849,34.0522342
9.501785,56.26392
9.501785,56.26392
-102.552784,23.634501
