"","Var1","Freq"
"1","00",1
"2","AB",1
"3","AL",2
"4","Ca",2
"5","CA",8
"6","CO",2
"7","CT",2
"8","FL",2
"9","GA",2
"10","IN",1
"11","Ka",1
"12","KS",7
"13","KY",1
"14","MB",1
"15","MD",2
"16","MI",1
"17","Mo",1
"18","MO",1
"19","No",1
"20","NV",2
"21","NY",2
"22","OH",2
"23","OK",1
"24","ON",4
"25","OR",1
"26","PA",2
"27","Sa",1
"28","SC",2
"29","St",1
"30","TN",2
"31","TX",11
"32","US",3
"33","UT",2
"34","VA",2
"35","WA",1
